mobility," ""start if its working""",, car,10, en,1
mobility, cab,, taxi,10, en,1
mobility, hit wall,, car,10, en,1
leisure, home with piano,, music,10, en,1
leisure, consequence,, event,10, en,1
mobility, mobility,, car,10, en,1
leisure, physical activity,, sport,10, en,1
food, nuttigen,, eten,10, nl,1
leisure, arcade,, games,10, en,1
mobility, surface,, plane,10, en,1
leisure, holiday,, vacation,10, en,1
dwelling, refreshed,, sleep,10, en,1
dwelling, where poeple live,, home,10, en,1
leisure, find mate,, party,10, en,1
food, crop,, potato,10, en,1
mobility, item,, car,10, en,1
leisure, cabinet,, music,10, en,1
dwelling, poor,, bad,10, en,1
dwelling, bath,, bathroom,10, en,1
mobility, taxicab,, taxi,10, en,1
food, excellent source of dietary fibre,, fruit,10, en,1
food, hunger,, food,10, en,1
food, decoration,, fruit,10, en,1
dwelling, base,, home,10, en,1
dwelling, keuken,, kitchen,10, nl,1
mobility, travel,, ship,10, en,1
dwelling, means of cleaning,, bath,10, en,1
mobility, potato,, potato,10, en,1
dwelling, house music,, house,10, en,1
leisure, intoxicated,, drunk,10, en,1
leisure, dancing,, party,10, en,1
leisure, frequency changes,, music,10, en,1
leisure, motion,, travel,10, en,1
food, fruit grove,, fruit,10, en,1
leisure, mathematics in motion,, music,10, en,1
mobility, menguber,, uber,10, ms,1
mobility, car,, auto,10, en,1
leisure, activity,, music,10, en,1
dwelling, getting ready for day,, bathroom,10, en,1
leisure, cd,, music,10, en,1
mobility, wagonload,, car,10, en,1
food, taste good,, potato,10, en,1
food, eetwaar,, eten,10, nl,1
food, pantry,, fruit,10, en,1
mobility, air,, airplane,10, en,1
dwelling, cleaning baby,, bath,10, en,1
food," ""grocers shop""",, potato,10, en,1
dwelling, bedroom,, bathroom,10, en,1
food, shelf,, food,10, en,1
mobility, kapal terbang,, airplane,10, ms,1
leisure, abrogation,, vacation,10, en,1
mobility, mobil,, car,10, ms,1
food, aliment,, food,10, en,1
mobility, four tires,, car,10, en,1
leisure, real time strategy,, reunion,10, en,1
mobility, seats,, car,10, en,1
leisure, bring joy to people,, music,10, en,1
mobility, speed up,, car,10, en,1
leisure, pay visit,, visit,10, en,1
food, poraro bin,, potato,10, en,1
dwelling, interior,, home,10, en,1
mobility, motor car,, car,10, en,1
mobility, discipline,, train,10, en,1
leisure, infuential,, music,10, en,1
food, legsel,, brood,10, nl,1
dwelling, badly,, bad,10, en,1
food, good,, food,10, en,1
dwelling, motel,, sleep,10, en,1
dwelling, domicile,, home,10, en,1
food, een kok,, eten,10, nl,1
leisure, celibrating special ocassion,, party,10, en,1
dwelling, house,, house,10, en,1
leisure, musicians,, music,10, en,1
leisure, pleasant sequence of sounds,, music,10, en,1
food, mash,, potato,10, en,1
mobility, city,, tram,10, en,1
mobility, seat people,, car,10, en,1
leisure, movie,, music,10, en,1
mobility, automobile,, car,10, en,1
leisure, blowing off steam,, party,10, en,1
food, a,, potato,10, en,1
mobility, driving in traffic gridlock,, car,10, en,1
food, naturally occurring tangible substance,, rice,10, en,1
dwelling, family,, home,10, en,1
leisure, measure time,, watch,10, en,1
leisure, bring people closer together,, games,10, en,1
leisure, lollig,, fun,10, nl,1
mobility, transport,, airplane,10, en,1
mobility, drive over cat,, car,10, en,1
dwelling, inrichting,, toestel,10, nl,1
food, lolly,, bread,10, en,1
food, feed,, food,10, en,1
leisure, pret,, pret,10, nl,1
food, produce stand,, potato,10, en,1
dwelling, room for bathing and toileting,, bathroom,10, en,1
food, butchers to sell,, meat,10, en,1
food, vermont,, potato,10, en,1
mobility, machine,, plane,10, en,1
food, voedsel,, food,10, nl,1
mobility, kill cat,, car,10, en,1
mobility, education system,, bus,10, en,1
mobility, ram into lamppost,, car,10, en,1
leisure, profession,, music,10, en,1
mobility, circle around airport,, airplane,10, en,1
leisure, deliver emotion,, music,10, en,1
food, refriderator,, fruit,10, en,1
leisure, party,, party,10, nl,1
food, potato chip factory,, potato,10, en,1
dwelling, weather storm,, house,10, en,1
leisure, intonation,, singsong,10, en,1
leisure, have,, sport,10, en,1
food," ""ground before its harvested""",, potato,10, en,1
dwelling, residence,, home,10, en,1
leisure, neigborhood,, party,10, en,1
leisure, see world,, travel,10, en,1
mobility, arrive early late or on time,, plane,10, en,1
food, exhaust pipe,, potato,10, en,1
dwelling, unattached dwelling,, house,10, en,1
food, sandwich,, bread,10, en,1
leisure, get to know,, party,10, en,1
mobility, turn around corner,, car,10, en,1
dwelling, provide most of food,, garden,10, en,1
dwelling," ""neighbors house""",, bathroom,10, en,1
dwelling, wonen,, woonkamer,10, nl,1
dwelling, living room,, woonkamer,10, en,1
leisure, know time,, watch,10, en,1
leisure, chantlike,, singsong,10, en,1
food, animal,, meat,10, en,1
food, resturant,, food,10, en,1
food, clamp,, potato,10, en,1
leisure, see other countries,, travel,10, en,1
mobility, going downhill,, car,10, en,1
mobility, circle airfield,, airplane,10, en,1
dwelling, sale,, house,10, en,1
mobility, fun,, car,10, en,1
dwelling, get up early next day,, sleep,10, en,1
dwelling, good soak in warm water,, bath,10, en,1
leisure, tell story,, music,10, en,1
dwelling, living with family,, home,10, en,1
dwelling, harbor,, house,10, en,1
leisure, plezant,, fun,10, nl,1
dwelling, cooking food,, kitchen,10, en,1
mobility, race motorcycle,, car,10, en,1
mobility, enjoying scenery,, bus,10, en,1
food, potato patch,, potato,10, en,1
food, mixture,, milk,10, en,1
mobility, car,, bus,10, en,1
mobility, pull boat,, car,10, en,1
food, pringles factory,, potato,10, en,1
food, cow,, milk,10, en,1
food, baked goods,, bread,10, en,1
food, plant,, potato,10, en,1
food, animal flesh,, meat,10, en,1
leisure, tipsy,, drunk,10, en,1
leisure, fairgrounds,, fun,10, en,1
dwelling, putting makeup on,, bathroom,10, en,1
food, matter more than sex,, food,10, en,1
food, go rotten,, food,10, en,1
mobility, rush through traffic,, car,10, en,1
mobility, kill people,, car,10, en,1
dwelling, tidur,, sleep,10, ms,1
food, energy,, food,10, en,1
mobility, toestel,, vliegtuig,10, nl,1
dwelling, ill,, bad,10, en,1
dwelling, receiving comfort,, home,10, en,1
leisure, wake up in morning,, music,10, en,1
mobility, vliegmachine,, vliegtuig,10, nl,1
mobility, plane,, plane,10, en,1
mobility, traveling,, airplane,10, en,1
leisure, curious,, travel,10, en,1
dwelling, toilet,, bathroom,10, en,1
food, solid object,, fruit,10, en,1
dwelling, bath,, bath,10, nl,1
mobility, bus station,, bus,10, en,1
mobility, dangerous thing,, car,10, en,1
food, enhance sex,, food,10, en,1
leisure, person,, party,10, en,1
mobility, getting to work,, car,10, en,1
food, denser than water,, milk,10, en,1
food, brittle,, bread,10, en,1
dwelling, kamer,, badkamer,10, nl,1
leisure, sojourn,, visit,10, en,1
leisure, travel,, travel,10, nl,1
dwelling, relieving yourself,, bathroom,10, en,1
mobility, ity,, ship,10, en,1
dwelling, weighing yourself in,, bathroom,10, en,1
dwelling, own yard,, garden,10, en,1
leisure, quite serious endeavor,, fun,10, en,1
dwelling, living in,, home,10, en,1
mobility, used fro transportation,, car,10, en,1
leisure, bash,, party,10, en,1
mobility, autopilot,, auto,10, en,1
mobility, street,, bus,10, en,1
leisure, injury,, sport,10, en,1
food, usually on menu,, bread,10, en,1
dwelling, relaxation,, garden,10, en,1
mobility, winter at port,, ship,10, en,1
dwelling, hose,, house,10, en,1
food," ""friends wedding""",, food,10, en,1
dwelling, grow roses,, garden,10, en,1
dwelling, institution,, home,10, en,1
mobility, arrive ten minutes late,, plane,10, en,1
food, rarely,, fruit,10, en,1
dwelling, apartment,, kitchen,10, en,1
food, living thing,, fruit,10, en,1
dwelling, place with plants,, garden,10, en,1
food, weirdest places,, potato,10, en,1
dwelling, home,, appliance,10, en,1
mobility, wait at red signal,, car,10, en,1
food, brood,, brood,10, en,1
dwelling, wrong,, bad,10, en,1
dwelling, pooping,, bathroom,10, en,1
dwelling, place to sleep,, home,10, en,1
leisure, travel to,, visit,10, en,1
leisure, fruit,, fruit,10, en,1
food," ""elevate ones mood""",, food,10, en,1
food, less fattening than ice cream,, bread,10, en,1
mobility, creating pollution,, car,10, en,1
dwelling, keuken,, keuken,10, en,1
mobility, dom,, ship,10, en,1
dwelling, city or town,, home,10, en,1
leisure, athlete,, sport,10, en,1
mobility, city,, car,10, en,1
mobility, heading north,, car,10, en,1
leisure," ""lift ones spirits""",, music,10, en,1
food, form of food,, meat,10, en,1
food, tastes better with salt,, food,10, en,1
mobility, passing another car,, car,10, en,1
mobility, faster than bicycle,, car,10, en,1
food, starch,, bread,10, en,1
food, important food group,, fruit,10, en,1
mobility, motorcar,, car,10, en,1
food, what people eat,, food,10, en,1
mobility, electrical bus,, bus,10, en,1
mobility, headlights,, car,10, en,1
leisure," ""friends house""",, fun,10, en,1
food, microwave,, potato,10, en,1
mobility, carriage,, car,10, en,1
mobility, tram,, tram,10, nl,1
dwelling, veranda,, house,10, en,1
mobility, railcar,, car,10, en,1
mobility, itude,, ship,10, en,1
dwelling, bedroom,, house,10, en,1
mobility, carload,, car,10, en,1
food, white,, milk,10, en,1
dwelling, homer,, bath,10, en,1
food, breadbin,, bread,10, en,1
mobility, land to area,, plane,10, en,1
leisure, great form of expression,, music,10, en,1
food, maine,, potato,10, en,1
leisure, communicate ideas speech alone cannot,, music,10, en,1
mobility, gain altitude,, plane,10, en,1
dwelling," ""youre tired""",, sleep,10, en,1
food, nest,, brood,10, nl,1
food, draw,, milk,10, en,1
leisure, meet,, visit,10, en,1
food, spoon,, food,10, en,1
leisure, field,, sport,10, en,1
leisure, aphrodisiac,, music,10, en,1
leisure, bedroom drawer,, watch,10, en,1
food, recipe,, meat,10, en,1
food, produce section,, potato,10, en,1
food, cold dark storage area,, potato,10, en,1
food, cover,, bread,10, en,1
mobility, taxi,, taxi,10, en,1
leisure, relieve stress,, music,10, en,1
dwelling, place occupied by humans,, garden,10, en,1
food, reproductive structure,, fruit,10, en,1
leisure, charm beasts,, music,10, en,1
food, give nourishment to hungry people,, food,10, en,1
mobility, form of transportation,, taxi,10, en,1
leisure, time event,, watch,10, en,1
mobility, airplane,, plane,10, en,1
dwelling, small room with door,, bathroom,10, en,1
mobility, race track,, car,10, en,1
dwelling, rest and ready for tomorrow,, sleep,10, en,1
food, milk,, milk,10, en,1
food, toaster,, bread,10, en,1
leisure, go down to pub,, drunk,10, en,1
food, drink rich in calcium,, milk,10, en,1
mobility, powered device,, ship,10, en,1
leisure, auditory communication,, music,10, en,1
mobility, need of repair,, car,10, en,1
leisure, impressing people,, watch,10, en,1
dwelling, worth many thousands of dollars,, house,10, en,1
leisure, healthy,, relax,10, en,1
dwelling, rheum,, sleep,10, en,1
food," ""grandmas oven""",, bread,10, en,1
dwelling, relaxing,, bath,10, en,1
mobility, rolling stock,, car,10, en,1
leisure, feestje,, feest,10, nl,1
food, kitchen cabinet,, potato,10, en,1
mobility, belong to person,, car,10, en,1
dwelling, decorating,, house,10, en,1
leisure, eten,, eten,10, en,1
mobility, turn around,, car,10, en,1
leisure, bide,, visit,10, en,1
mobility, ride,, taxi,10, en,1
dwelling, bath house,, bath,10, en,1
food," ""green grocers shop""",, potato,10, en,1
leisure, fun,, fun,10, en,1
mobility, flight,, airplane,10, en,1
food, milk,, melk,10, en,1
dwelling, shelter,, home,10, en,1
dwelling, washing in,, kitchen,10, en,1
dwelling, vessel,, bath,10, en,1
mobility, level,, plane,10, en,1
food, what humans need to survive,, food,10, en,1
leisure, rules,, games,10, en,1
mobility, wheeled vehicle,, bus,10, en,1
mobility, bus,, bus,10, ms,1
mobility, plane tree,, plane,10, en,1
mobility, roll over,, car,10, en,1
dwelling, location,, home,10, en,1
food, stomach,, potato,10, en,1
dwelling, unsound,, bad,10, en,1
leisure, relax yourself,, music,10, en,1
leisure, physical phenomenon,, event,10, en,1
mobility, bus people,, plane,10, en,1
food, target spotting scope,, potato,10, en,1
food, cost money,, food,10, en,1
mobility, schaaf,, plane,10, nl,1
dwelling, england,, bath,10, en,1
dwelling, washing machine,, house,10, en,1
mobility, sometimes called auto,, car,10, en,1
food, satiating hunger,, bread,10, en,1
food, lactose,, milk,10, en,1
leisure, raise hell,, drunk,10, en,1
leisure, when people get together again,, reunion,10, en,1
food, turns brown when cooks,, food,10, en,1
mobility, motor,, car,10, en,1
mobility, travel,, bus,10, en,1
dwelling, people to live in,, home,10, en,1
dwelling, where lay hat,, home,10, en,1
food, pantry,, potato,10, en,1
mobility, form of public transportation,, bus,10, en,1
leisure, leuk,, fun,10, nl,1
mobility, not spending money on cab,, bus,10, en,1
food, de supermarkt,, eten,10, nl,1
leisure, tense,, relax,10, en,1
dwelling, breadbox,, kitchen,10, en,1
food, prince edward island,, potato,10, en,1
leisure, activity,, party,10, en,1
dwelling, vliegmachine,, toestel,10, nl,1
food, please hungry person,, food,10, en,1
mobility, new york,, bus,10, en,1
mobility, edge tool,, plane,10, en,1
dwelling, kansas,, kitchen,10, en,1
dwelling, public place,, bathroom,10, en,1
food, lot of vitamins,, fruit,10, en,1
mobility, video game,, train,10, en,1
mobility, use,, bus,10, en,1
dwelling, hygiene,, bath,10, en,1
mobility, stop at red light,, car,10, en,1
food, waiters to serve,, meat,10, en,1
food, koe,, eten,10, nl,1
food, elmer leopold rice,, rice,10, en,1
dwelling, deficient,, bad,10, en,1
mobility, train,, car,10, en,1
leisure, ontspanning,, recreatie,10, nl,1
leisure, fap,, drunk,10, en,1
leisure, expression of feeling,, music,10, en,1
leisure, acquired skill,, music,10, en,1
mobility, transport mail,, train,10, en,1
dwelling, food preparation,, kitchen,10, en,1
leisure, birthday,, party,10, en,1
mobility, toestel,, toestel,10, nl,1
leisure, combination of sounds,, music,10, en,1
dwelling, residency,, residence,10, en,1
dwelling, taking showers in,, bathroom,10, en,1
food, making bread and butter pudding with,, bread,10, en,1
leisure, have fun,, games,10, en,1
mobility, fail to start,, car,10, en,1
mobility, transport,, car,10, en,1
mobility, taking children to school,, bus,10, en,1
dwelling, cultivated plant area,, garden,10, en,1
dwelling, entertaining,, house,10, en,1
mobility, drop package on ship,, plane,10, en,1
leisure, tame wildest of beasts,, music,10, en,1
mobility, cost money,, car,10, en,1
food, mob,, rice,10, en,1
leisure, passage,, travel,10, en,1
mobility, travel over water,, ship,10, en,1
leisure, see new,, travel,10, en,1
food, refrigerators,, food,10, en,1
leisure, vigil,, watch,10, en,1
dwelling, beath,, bath,10, en,1
mobility, slow down,, car,10, en,1
dwelling, washing up in,, bathroom,10, en,1
mobility, in phoenix,, car,10, en,1
leisure, vacation,, vacation,10, en,1
mobility, smelter,, car,10, en,1
leisure, visitation,, visit,10, en,1
dwelling, appliances,, kitchen,10, en,1
mobility, stop on dime,, car,10, en,1
leisure, sport,, sport,10, nl,1
leisure, watch,, watch,10, en,1
food, fare,, food,10, en,1
mobility, cab,, cab,10, en,1
leisure, verlof,, vakantie,10, nl,1
leisure, surveillance,, watch,10, en,1
dwelling, taman,, garden,10, ms,1
leisure, physical activity with goal,, sport,10, en,1
leisure, playing guitar and singing,, music,10, en,1
mobility, bis,, bus,10, ms,1
leisure, celebration of graduation,, party,10, en,1
leisure, kijken,, watch,10, nl,1
dwelling, pick flower,, garden,10, en,1
mobility, hanger,, airplane,10, en,1
food, produce,, vegetable,10, en,1
dwelling, storing food,, kitchen,10, en,1
mobility, carry passengers,, bus,10, en,1
mobility, means of transportation,, plane,10, en,1
dwelling, shelter for people to live in,, house,10, en,1
dwelling, where heart lives,, home,10, en,1
dwelling, sleep,, slaap,10, en,1
dwelling, need to restore energy,, sleep,10, en,1
food, plant material,, rice,10, en,1
mobility, near shore,, ship,10, en,1
mobility, trolley,, tram,10, en,1
leisure, singsong,, singsong,10, en,1
leisure, looking good,, watch,10, en,1
mobility, manufactured product,, car,10, en,1
food," ""part of nations culture""",, food,10, en,1
food, deli,, meat,10, en,1
mobility, family roadster,, car,10, en,1
leisure, garden,, garden,10, en,1
mobility, pull wagon,, car,10, en,1
leisure, feast day,, holiday,10, en,1
mobility, gas driven automobile,, taxi,10, en,1
dwelling, washing,, bathroom,10, en,1
leisure, measure passage of time,, watch,10, en,1
mobility, get to work,, car,10, en,1
mobility, crash,, plane,10, en,1
food, restaurants,, potato,10, en,1
mobility, transporting students to school,, bus,10, en,1
dwelling, taking bath,, bathroom,10, en,1
dwelling, cooking,, kitchen,10, en,1
food, constipating,, milk,10, en,1
food, power special clock,, potato,10, en,1
leisure, sound,, music,10, en,1
food, carnivoor,, eten,10, nl,1
mobility, river,, plane,10, en,1
mobility, plane,, plane,10, nl,1
dwelling, protection from elements,, home,10, en,1
dwelling, place for food preparation,, kitchen,10, en,1
mobility, voertuig,, vliegtuig,10, nl,1
food, package,, meat,10, en,1
food, edible thing,, meat,10, en,1
food, french fry,, potato,10, en,1
leisure, time period,, watch,10, en,1
mobility, caravan,, train,10, en,1
food, wedding,, rice,10, en,1
food, makanan,, food,10, ms,1
mobility, military base,, airplane,10, en,1
mobility, parking garage,, car,10, en,1
dwelling, showing off,, garden,10, en,1
leisure, musik,, music,10, ms,1
leisure, chronometer,, watch,10, en,1
food, de zee,, eten,10, nl,1
food, good snack,, fruit,10, en,1
mobility, city,, bus,10, en,1
leisure, happening now,, party,10, en,1
dwelling, elude worried person,, sleep,10, en,1
mobility, getting time to read,, bus,10, en,1
food, starches,, bread,10, en,1
leisure, komst,, bijeenkomst,10, nl,1
dwelling, sleep,, home,10, en,1
food, nosh,, food,10, en,1
mobility, coach,, bus,10, en,1
leisure, person,, sport,10, en,1
mobility, hire,, ship,10, en,1
dwelling, dwelling,, house,10, en,1
food, rise before baking,, bread,10, en,1
food, mall,, food,10, en,1
mobility, taxameter,, taxi,10, en,1
food, last about 7 days,, milk,10, en,1
food, rots with age,, food,10, en,1
food, many nutrients,, fruit,10, en,1
mobility, slow near schools,, car,10, en,1
leisure, pleasure,, music,10, en,1
leisure, watch,, watch,10, nl,1
leisure, amusement,, fun,10, en,1
leisure, beschonken,, drunk,10, nl,1
leisure, special day,, holiday,10, en,1
leisure, watching television,, fun,10, en,1
dwelling, well rested,, sleep,10, en,1
food, rice crisps,, rice,10, en,1
leisure, meet people,, party,10, en,1
leisure, go to sleep,, relax,10, en,1
leisure, feest,, feest,10, en,1
food, refrigerator,, bread,10, en,1
mobility, travelling around,, car,10, en,1
mobility, arrive late,, train,10, en,1
dwelling, residential area,, house,10, en,1
dwelling, storage cabinets,, kitchen,10, en,1
dwelling, floor,, house,10, en,1
food, trash,, food,10, en,1
dwelling, back yard,, garden,10, en,1
leisure, change of location,, travel,10, en,1
dwelling, theater,, bathroom,10, en,1
dwelling, where people live,, house,10, en,1
mobility, sail on sea,, ship,10, en,1
mobility, artifact,, ship,10, en,1
mobility, parking lot,, car,10, en,1
mobility, last several years,, car,10, en,1
leisure, distract mind,, games,10, en,1
leisure, get power,, party,10, en,1
mobility, large machine with wings,, airplane,10, en,1
dwelling, social status,, house,10, en,1
mobility, start running,, car,10, en,1
food, kitchen cupboard,, potato,10, en,1
leisure, downloaded off of internet,, music,10, en,1
leisure, specially pleasant sequence of sounds,, music,10, en,1
mobility, elevator,, car,10, en,1
leisure, way to let out emotions,, music,10, en,1
dwelling, bathroom,, bathroom,10, en,1
dwelling, tenement,, home,10, en,1
dwelling, time of rest,, sleep,10, en,1
leisure," ""mankinds noblest invention""",, music,10, en,1
leisure, casino,, games,10, en,1
food, taste sweet or sour,, fruit,10, en,1
mobility, tires,, car,10, en,1
leisure, were getting blow job,, relax,10, en,1
dwelling, plumbing,, house,10, en,1
mobility, cable car,, car,10, en,1
leisure, second hand,, watch,10, en,1
leisure, voyage,, travel,10, en,1
mobility, travel on road,, car,10, en,1
leisure, leave of absence,, vacation,10, en,1
dwelling, modern residence,, house,10, en,1
leisure, appear ridiculous,, drunk,10, en,1
dwelling, dream,, sleep,10, en,1
food, gebouw,, eten,10, nl,1
dwelling, woonvertrek,, woonkamer,10, nl,1
leisure, punishment,, music,10, en,1
mobility, circle airport before landing,, airplane,10, en,1
food, mast,, meat,10, en,1
mobility, transport people,, bus,10, en,1
mobility, having fun,, car,10, en,1
food, healthy food and tastes good,, fruit,10, en,1
dwelling, house,, garden,10, en,1
food, bowl of potato saled,, potato,10, en,1
mobility, pesawat terbang,, airplane,10, ms,1
dwelling, shaving,, bathroom,10, en,1
leisure, telling date,, watch,10, en,1
dwelling, firm,, house,10, en,1
dwelling, disgusting,, bad,10, en,1
mobility, fly,, airplane,10, en,1
food, own home,, potato,10, en,1
food, kitchen,, potato,10, en,1
dwelling, forged,, bad,10, en,1
mobility, word,, cab,10, en,1
leisure, refreshing and diverting,, recreation,10, en,1
leisure, pleasure,, fun,10, en,1
leisure, creative activity,, music,10, en,1
mobility, sycamore,, plane,10, en,1
leisure, night club,, music,10, en,1
food, cows,, milk,10, en,1
leisure, repose,, relax,10, en,1
leisure, fun and adventure,, travel,10, en,1
leisure, drunk,, drunk,10, nl,1
mobility, often in tunnel,, train,10, en,1
food, kitchen,, milk,10, en,1
mobility, crashing into buildings,, airplane,10, en,1
food, melken,, milk,10, nl,1
food, brainfood,, food,10, en,1
food, add,, milk,10, en,1
mobility, mode of public transportation,, bus,10, en,1
mobility, motel,, car,10, en,1
food, please hungry,, food,10, en,1
mobility, control,, train,10, en,1
dwelling, brushing hair,, bathroom,10, en,1
dwelling, geslacht,, huis,10, nl,1
food, braid,, bread,10, en,1
mobility, lift person,, airplane,10, en,1
leisure, visit new countries,, travel,10, en,1
mobility, piece of cloth,, train,10, en,1
mobility, run on railroad tracks,, train,10, en,1
dwelling, kamar mandi,, bathroom,10, ms,1
food, cause allergies,, fruit,10, en,1
leisure, easy to carry clock,, watch,10, en,1
dwelling, unacceptable,, bad,10, en,1
mobility, carry immigrants,, airplane,10, en,1
leisure," ""friends house""",, party,10, en,1
food, bouwvakker,, eten,10, nl,1
food, stew,, meat,10, en,1
mobility, travel,, plane,10, en,1
dwelling, greece,, bath,10, en,1
dwelling, detestable,, bad,10, en,1
food, drank by humans,, milk,10, en,1
dwelling, getting washed in,, bathroom,10, en,1
mobility, go to work,, bus,10, en,1
leisure, waken,, watch,10, nl,1
mobility, schiff,, schip,10, nl,1
dwelling, need to dual voltage,, appliance,10, en,1
leisure, feestdag,, holiday,10, nl,1
food, smaller than animal eating,, food,10, en,1
food, sandwiches,, bread,10, en,1
leisure, celebrating and end of bachelorhood,, party,10, en,1
leisure, vacationer,, sport,10, en,1
mobility, cross ocean,, airplane,10, en,1
mobility, kill people and animals,, car,10, en,1
mobility, degree,, plane,10, en,1
dwelling, sleepy dust,, sleep,10, en,1
food, seed catalog,, potato,10, en,1
dwelling, wanting,, bad,10, en,1
mobility, plat,, vlak,10, en,1
food, mens,, eten,10, nl,1
dwelling, using toilet,, bathroom,10, en,1
food, cost lot,, food,10, en,1
dwelling, protection,, house,10, en,1
food, form of french fry,, potato,10, en,1
mobility, visit england,, airplane,10, en,1
leisure, look,, watch,10, en,1
dwelling, keeping healthy pets,, bath,10, en,1
food, potato,, potato,10, en,1
mobility, arriving at station,, train,10, en,1
leisure, timing race,, watch,10, en,1
leisure, rave,, party,10, en,1
dwelling, living room,, house,10, en,1
food, basket next to frige,, potato,10, en,1
mobility, street,, taxi,10, en,1
mobility, parts made of plastic,, bus,10, en,1
dwelling, public gardens,, garden,10, en,1
leisure, fun,, vacation,10, en,1
leisure, music,, music,10, en,1
food, eten,, food,10, nl,1
leisure, ongesteldheid,, feest,10, nl,1
food, spongy thing,, bread,10, en,1
dwelling, cook,, kitchen,10, en,1
leisure, accompanying dramatic action,, music,10, en,1
food, chicken,, potato,10, en,1
mobility, slow down,, train,10, en,1
food, baking,, bread,10, en,1
food, bomen,, eten,10, nl,1
leisure, keep track of time,, watch,10, en,1
leisure, still anxiety,, music,10, en,1
food, pan,, potato,10, en,1
food, market,, fruit,10, en,1
mobility, circle airport,, airplane,10, en,1
leisure, ce ebrating mothers birthday,, party,10, en,1
leisure, day,, holiday,10, en,1
mobility, surface watercraft,, ship,10, en,1
leisure, rediscover yourself,, vacation,10, en,1
mobility, near destination,, car,10, en,1
food, stes,, potato,10, en,1
food, grizzle,, brood,10, en,1
food, abstaining from,, meat,10, en,1
leisure, diversion,, sport,10, en,1
mobility, crash,, car,10, en,1
leisure, feel rested,, relax,10, en,1
dwelling, sanctuary,, home,10, en,1
food, grocer shop,, potato,10, en,1
food, rijst,, rice,10, nl,1
leisure, make one happier,, music,10, en,1
food, bloated ovaries,, fruit,10, en,1
dwelling, get dusty,, house,10, en,1
food, een huis,, eten,10, nl,1
dwelling, protection from elements,, house,10, en,1
food, major food source,, rice,10, en,1
dwelling, grooming,, bathroom,10, en,1
leisure, vakantie,, vakantie,10, en,1
food, etenswaar,, eten,10, nl,1
dwelling, place with good soil,, garden,10, en,1
food, make wine,, fruit,10, en,1
leisure, plezier,, pret,10, nl,1
mobility, go into stall,, plane,10, en,1
mobility, getting around,, car,10, en,1
leisure, horloge,, watch,10, nl,1
mobility, ness,, ship,10, en,1
mobility, sky,, plane,10, en,1
food, healthy diet,, fruit,10, en,1
leisure, what work for,, vacation,10, en,1
mobility, wagen,, car,10, nl,1
mobility, diesel road vehicle,, bus,10, en,1
dwelling, escaping world,, home,10, en,1
mobility, human invention,, car,10, en,1
dwelling, slecht,, bad,10, nl,1
food, mean which one feeds on,, food,10, en,1
dwelling, soaking painful joing,, bath,10, en,1
leisure, bus,, bus,10, en,1
dwelling, relax,, garden,10, en,1
mobility, bus,, bus,10, en,1
dwelling, kamer,, woonkamer,10, nl,1
food, space shuttle,, food,10, en,1
leisure, park,, drunk,10, en,1
leisure, things people play for fun,, games,10, en,1
mobility, carriages,, train,10, en,1
mobility, warfare,, airplane,10, en,1
dwelling, house,, home,10, en,1
leisure, make heart feel gay,, music,10, en,1
food, protien,, meat,10, en,1
food, consumption,, bread,10, en,1
dwelling, dire,, bad,10, en,1
dwelling, relaxing in hot bath,, bathroom,10, en,1
dwelling, home,, kitchen,10, en,1
leisure, bezopen,, drunk,10, nl,1
mobility, boat,, ship,10, en,1
leisure, fare,, travel,10, en,1
dwelling, having place to live,, home,10, en,1
mobility, travel large distances,, plane,10, en,1
mobility, faster than ship,, car,10, en,1
mobility, compartment,, cab,10, en,1
mobility, bas,, bus,10, ms,1
food, fridge,, potato,10, en,1
mobility, transport,, ship,10, en,1
mobility, land,, car,10, en,1
leisure, entertainment,, music,10, en,1
food, vegetable stand,, potato,10, en,1
leisure, many forms,, music,10, en,1
food, cheer,, food,10, en,1
dwelling, pubic hair,, garden,10, en,1
food, eating,, meat,10, en,1
leisure, laugh,, fun,10, en,1
food, eating protein,, meat,10, en,1
mobility, lose control on wet road,, car,10, en,1
leisure, church,, music,10, en,1
leisure, form of artistic expression,, music,10, en,1
leisure, affect,, relax,10, en,1
dwelling, house,, bathroom,10, en,1
leisure, universal language,, music,10, en,1
mobility, pass another car,, car,10, en,1
food, get stale,, bread,10, en,1
food, kitchen,, food,10, en,1
mobility, trip,, bus,10, en,1
leisure," ""its own language""",, music,10, en,1
dwelling, place and thing,, house,10, en,1
dwelling, kitchen table and chairs,, kitchen,10, en,1
leisure, leisure,, vacation,10, en,1
leisure, celebration of birth,, party,10, en,1
food, starch,, rice,10, en,1
dwelling, tired and need rest,, sleep,10, en,1
food, fair,, food,10, en,1
dwelling, sell,, house,10, en,1
food, natures candy,, fruit,10, en,1
mobility, drive,, car,10, en,1
mobility, journey far,, plane,10, en,1
dwelling, escape from corporate world,, home,10, en,1
food, french fries,, potato,10, en,1
food, part of plant,, fruit,10, en,1
mobility, schip,, schip,10, en,1
leisure, amusing,, fun,10, en,1
food, toasting,, bread,10, en,1
food, important food source,, fruit,10, en,1
leisure, sound with pattern,, music,10, en,1
mobility, taxiway,, plane,10, en,1
food, belly timber,, food,10, en,1
leisure, sound many ways,, music,10, en,1
